,Unnamed: 0,Unnamed: 0.1,city,city_id,timestamp,likes,geo,hashtags,user_id,lat,lng,mentions,tweet_url,replies,retweets,text,replay_to_users,screen_name
29,29,29.0,Miami,1840015149,2019-02-23 15:55:07,0,,myagentgladys Xoxo southernboulevard bronxny statefarm collabs likeagoodagent,1099336861057568769,25.7839,-80.2102,@StateFarm,https://twitter.com/hilda_grullon/status/1099336861057568769,0,0,"The days of #myagentgladys. Cuz I got mad for our community and our people #Xoxo #southernboulevard #bronxny #statefarm @statefarm #collabs #likeagoodagent @North Miami, Florida https://www.instagram.com/p/BuOuYoHlaBX/?utm_source=ig_twitter_share&amp;igshid=qy5884s4dbb7",,hilda_grullon
30,30,30.0,Miami,1840015149,2019-02-18 22:21:20,0,,miamiinternationalboatshow miami,1097622118336999426,25.7839,-80.2102,,https://twitter.com/ericacuascut/status/1097622118336999426,0,0,The most awesome 5 days working for State Farm at the Miami Boat Show #miamiinternationalboatshow #miami @Miami International Boat Show https://www.instagram.com/p/BuCimpIH1G8/?utm_source=ig_twitter_share&amp;igshid=1h7dpo1dtrrm2,,ericacuascut
31,31,0.0,Tampa,1840015982,2019-10-31 14:06:03,1,,[],1189906382629343232,27.9942,-82.4451,@Wendys,https://twitter.com/recjus85/status/1189906382629343232,0,0,Dude from @Wendys here is dressed as Jake from State Farm. I think it's awesome lol.,,recjus85
32,32,1.0,Tampa,1840015982,2019-10-20 18:56:21,0,,[],1185993171504979970,27.9942,-82.4451,,https://twitter.com/ApplePasta/status/1185993171504979970,0,0,"Aaron Rodgers can make all the s**tty State Farm commercials he wants, man",,ApplePasta
33,33,2.0,Tampa,1840015982,2019-10-14 12:39:57,1,,SherylsSheShed,1183724122397904897,27.9942,-82.4451,@StateFarm,https://twitter.com/KimberlyDMackey/status/1183724122397904897,1,0,@StateFarm The suspense is killing us! When will we see Sheryl's Sheshier She-shed? #SherylsSheShed,,KimberlyDMackey
34,34,3.0,Tampa,1840015982,2019-10-11 00:36:53,0,,jakefromstatefarm aaronsagentisweak,1182454991694553089,27.9942,-82.4451,,https://twitter.com/fablhof/status/1182454991694553089,0,0,I’m SOOOOO tired of AA Ron and State Farm. Bring back Jake!!! #jakefromstatefarm #aaronsagentisweak,,fablhof
35,35,4.0,Tampa,1840015982,2019-09-28 18:10:07,0,,[],1178009004854919169,27.9942,-82.4451,,https://twitter.com/Aury_NMorales/status/1178009004854919169,0,0,THE KING OF TWITCH ,PanicAtTheDisco,Aury_NMorales
36,36,5.0,Tampa,1840015982,2019-09-17 21:35:10,2,,[],1174074340226326528,27.9942,-82.4451,,https://twitter.com/MattLostRanger/status/1174074340226326528,2,0,Someone sent an email a couple weeks ago to everyone in the State Farm organization including agents and staff. The reply alls . I came in and had almost 2k emails and another 500 w/in the first hour. What did they say? “stop replying all” while doing just that. ,BrittSoMuch,MattLostRanger
37,37,6.0,Tampa,1840015982,2019-08-23 21:25:30,2,,hungerheroes,1165012210877370369,27.9942,-82.4451,@FeedingTampaBay @StateFarm,https://twitter.com/ShannonOliviero/status/1165012210877370369,0,1, I did! @FeedingTampaBay @StateFarm come on #hungerheroes do this!,FeedingTampaBay,ShannonOliviero
38,38,7.0,Tampa,1840015982,2019-07-25 17:37:44,1,,[],1154445644578340864,27.9942,-82.4451,@StrahanAndSara,https://twitter.com/RyanReports/status/1154445644578340864,0,0,Things you learn watching daytime TV. Barry Manilow was the mind behind several famous jingles (Ad writer before making it big in music) — State Farm’s “Like a good neighbor” and “Band-Aid stuck on me.” @StrahanAndSara ,,RyanReports
39,39,8.0,Tampa,1840015982,2019-06-18 21:14:35,0,,[],1141091863388131328,27.9942,-82.4451,,https://twitter.com/ApplePasta/status/1141091863388131328,0,0,That State Farm dude should mediate between them.. work it out ,VinceGoodwill,ApplePasta
40,40,9.0,Tampa,1840015982,2019-06-10 14:54:46,0,,[],1138097178960945154,27.9942,-82.4451,,https://twitter.com/MichaelPWomack/status/1138097178960945154,0,0,"Great opinion piece. Thanks for this, Andy!",AndyMarlette,MichaelPWomack
41,41,10.0,Tampa,1840015982,2019-06-07 16:38:22,3,,PrideMonth StateFarmIsWhere,1137036086822211584,27.9942,-82.4451,@StateFarm,https://twitter.com/MichaelPWomack/status/1137036086822211584,0,2,".@StateFarm your radio silence until now has not gone unnoticed, especially during #PrideMonth. I will be closely examining your response. I hope you will choose to take positive steps to reassure your LGBTQ customers. #StateFarmIsWhere ??",,MichaelPWomack
42,42,11.0,Tampa,1840015982,2019-06-07 16:35:57,6,,[],1137035476324552706,27.9942,-82.4451,@StateFarm,https://twitter.com/MichaelPWomack/status/1137035476324552706,1,2,I just filed an official complaint with the @StateFarm Compliance &amp; Ethics Department about @MikeHillfl. If you’d like to do the same the direct number is (800)355-2633. As a customer and a member of the LGBTQ community I find his behavior reprehensible and repugnant.,,MichaelPWomack
43,43,12.0,Tampa,1840015982,2019-06-04 00:05:05,4,,[],1135698951758319616,27.9942,-82.4451,@StateFarm,https://twitter.com/MichaelPWomack/status/1135698951758319616,0,1,"FYI: There’s a currently a full scale protest of @StateFarm agent, @MikeHillfl, 11 minutes from his insurance office. ",JimWLittle,MichaelPWomack
44,44,13.0,Tampa,1840015982,2019-06-03 23:44:52,3,,[],1135693868157083648,27.9942,-82.4451,@StateFarm,https://twitter.com/MichaelPWomack/status/1135693868157083648,1,2,"As an LGBTQ customer, any thoughts @StateFarm? I’d be happy to provide my policy number. ",,MichaelPWomack
45,45,14.0,Tampa,1840015982,2019-05-25 23:34:24,0,,sombreros margaritafestival tampa,1132429740290301953,27.9942,-82.4451,@StateFarm,https://twitter.com/ncentonze/status/1132429740290301953,0,0,@statefarm thanks for the badass #sombreros erin_andie #margaritafestival #tampa @Julian B Lane Riverfront Park https://www.instagram.com/p/Bx53R_0hlPV/?igshid=19v7xw73071tj,,ncentonze
46,46,15.0,Tampa,1840015982,2019-05-01 00:40:05,0,,[],1123386576174755840,27.9942,-82.4451,,https://twitter.com/KoreanFromSeoul/status/1123386576174755840,1,0,State Farm $120 full coverage,ovozahr,KoreanFromSeoul
47,47,16.0,Tampa,1840015982,2019-03-26 14:56:12,0,,[],1110556060295839744,27.9942,-82.4451,,https://twitter.com/cmarsh3409/status/1110556060295839744,0,0,Wow that’s super not helpful,ShaunOfTheTweet,cmarsh3409
48,48,17.0,Tampa,1840015982,2019-03-22 22:41:19,17,,[],1109223557060616194,27.9942,-82.4451,,https://twitter.com/Jpoolez/status/1109223557060616194,2,0,Officially accepted a position with Statefarm Insurance as an Account Representative :) finally got a nice job in my new city,,Jpoolez
49,49,18.0,Tampa,1840015982,2019-03-22 14:37:29,0,,TuckerCarlson,1109101798520963073,27.9942,-82.4451,@Progressive @FoxNews @CNN @washingtonpost @nytimes @StateFarm @MSNBC,https://twitter.com/Umpire20/status/1109101798520963073,0,0,"I don't watch #TuckerCarlson but I do pay attention and am wondering what has changed for @Progressive to resume contributing to this @FoxNews $4,000,000 annual salary @CNN @washingtonpost @nytimes @StateFarm @MSNBC",JuddLegum,Umpire20
50,50,19.0,Tampa,1840015982,2019-03-15 00:03:20,1,,[],1106345098177101825,27.9942,-82.4451,@StateFarm,https://twitter.com/Dubs4ever/status/1106345098177101825,0,0,@StateFarm is this true??,LeapDayBaby92,Dubs4ever
51,51,20.0,Tampa,1840015982,2019-03-14 23:44:16,0,,[],1106340296508489728,27.9942,-82.4451,@chileanbob,https://twitter.com/Dubs4ever/status/1106340296508489728,1,0,@chileanbob did you really pay money to change your gamertag to state farm ?,,Dubs4ever
52,52,0.0,Orlando,1840015099,2019-12-28 15:45:16,0,,[],1210949845642559495,28.4772,-81.3369,@StateFarm,https://twitter.com/connivingmonkey/status/1210949845642559495,2,0,@StateFarm you seen to have issues with your mobile website. ,,connivingmonkey
53,53,1.0,Orlando,1840015099,2019-12-25 22:06:50,0,,[],1209958707343347713,28.4772,-81.3369,,https://twitter.com/RobertBrickner/status/1209958707343347713,0,0,Why should I care what kind of insurance someone has?,AaronRodgers12,RobertBrickner
54,54,2.0,Orlando,1840015099,2019-12-21 22:06:16,0,,[],1208509014960726018,28.4772,-81.3369,,https://twitter.com/38bhf11Gregory/status/1208509014960726018,0,0,Homemade Chocolate Chip Cookies.,NFL,38bhf11Gregory
55,55,3.0,Orlando,1840015099,2019-11-09 01:18:51,1,,[],1192974801469689858,28.4772,-81.3369,,https://twitter.com/Imagineer6/status/1192974801469689858,0,0,Good thing they crashed into a StateFarm,figmentjedi,Imagineer6
56,56,4.0,Orlando,1840015099,2019-11-04 23:26:03,1,,NewYork ChampionsClassic Kentucky MichiganState duke Kansas statefarm weareuk wildcats,1191496863817650177,28.4772,-81.3369,,https://twitter.com/JWCRUM78/status/1191496863817650177,0,1,#NewYork #ChampionsClassic #Kentucky #MichiganState #duke &lt;puke #Kansas #statefarm #weareuk #wildcats,,JWCRUM78
57,57,5.0,Orlando,1840015099,2019-11-01 01:44:23,60,,[],1190082124784832512,28.4772,-81.3369,,https://twitter.com/barrybongss2/status/1190082124784832512,5,6,"Bro tonight I was handing out maps and this kid asked for candy and I’m like “sorry dude all I have are maps” and this child throws it at me saying he doesn’t want “a map from jake from State Farm”,,,,,,while his parents just say they’ll find candy somewhere else",,barrybongss2
58,58,6.0,Orlando,1840015099,2019-10-26 04:16:28,0,,[],1187946070229299200,28.4772,-81.3369,,https://twitter.com/legendofthetim/status/1187946070229299200,0,0,State Farm bowl isn’t gonna live up to the hype ,MySportsUpdate,legendofthetim
59,59,7.0,Orlando,1840015099,2019-10-17 03:52:15,3,,[],1184678481948483585,28.4772,-81.3369,,https://twitter.com/spookysnailvale/status/1184678481948483585,1,1,"What are you wearing ""Jake-from-State-Farm"" Uhhh...khakis? She sounds *hideous*",,spookysnailvale
60,60,8.0,Orlando,1840015099,2019-10-13 10:28:09,3,,[],1183328565938528256,28.4772,-81.3369,,https://twitter.com/SocietyUltra/status/1183328565938528256,0,0,He was from State Farm – at Living with the Land,dizwire,SocietyUltra
61,61,9.0,Orlando,1840015099,2019-10-09 18:01:55,3,,[],1181993204901646337,28.4772,-81.3369,@AdamLefkoe,https://twitter.com/_COESIGN/status/1181993204901646337,0,1,Loving these segments!! @AdamLefkoe,BleacherReport,_COESIGN
62,62,10.0,Orlando,1840015099,2019-09-22 05:37:10,8,,PowerTV,1175645189953789952,28.4772,-81.3369,,https://twitter.com/WayOfJ_/status/1175645189953789952,1,1,Ghost gotta call State Farm for that shit Tommy did #PowerTV,,WayOfJ_
63,63,11.0,Orlando,1840015099,2019-08-23 04:01:27,0,,SFNeighborhoodAssist,1164749465644724227,28.4772,-81.3369,,https://twitter.com/kristenolene/status/1164749465644724227,0,0,"VOTE TODAY! With your help, Send healthy food and snacks home with homeless and at-risk students each week. could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023829",,kristenolene
64,64,12.0,Orlando,1840015099,2019-08-15 04:09:11,0,,Flo AutoInsurance,1161852309997064193,28.4772,-81.3369,@Progressive @StateFarm,https://twitter.com/PRmandy/status/1161852309997064193,0,0,I’m gonna go with the #Flo &amp; sign on to @Progressive for #AutoInsurance at a lower $$... good bye @StateFarm after sending my auto bill with an unnamed additional fee I didn’t sign up for.,,PRmandy
65,65,13.0,Orlando,1840015099,2019-07-22 23:22:14,6,,[],1153445174980304901,28.4772,-81.3369,,https://twitter.com/caingle/status/1153445174980304901,1,0,Favorite team: UCF CFB Stadiums I’ve been to: 16 Bowl games attended: 6 Last stadium: State Farm Stadium ,NYCRobUCF,caingle
66,66,14.0,Orlando,1840015099,2019-07-19 15:15:28,22,,[],1152235512616378368,28.4772,-81.3369,@FloridaPrepaid @StateFarm @HeliosEdFnd @FLBlue @WellsFargo @floridalottery @insideFPL @GulfPower @Voya @herffjones @Publix @UniversalORL @bluemangroup,https://twitter.com/realJearl/status/1152235512616378368,0,3,"Many companies claim education matters, but these businesses have put action to words! Thank you for a life changing event. @FloridaPrepaid @StateFarm @HeliosEdFnd @FLBlue @WellsFargo @floridalottery @insideFPL @GulfPower @Voya @herffjones @Publix @UniversalORL @bluemangroup",FLEduFoundation,realJearl
67,67,15.0,Orlando,1840015099,2019-07-18 13:36:29,2,,[],1151848214657667072,28.4772,-81.3369,@StateFarm,https://twitter.com/dschwalls/status/1151848214657667072,1,0,"My insurance agent's reply when I called b/c the email they asked me to send would not go through: ""I'm sorry, I gave you an old email address"". When you don't know your email address & don't know what a line item on my insurance policy means, I lose confidence. @StateFarm",,dschwalls
68,68,16.0,Orlando,1840015099,2019-07-01 15:34:33,0,,[],1145717333043884037,28.4772,-81.3369,@StateFarm,https://twitter.com/SusanLEaston/status/1145717333043884037,1,0,"I have to give an incredibly huge compliment to Kaitlyn at Heather Thies’s @StateFarm Agency in Clermont, Florida. She has been kind, diligent, and incredibly informative during my process of buying auto insurance. Highly recommend her for anyone in the area!!",,SusanLEaston
69,69,17.0,Orlando,1840015099,2019-06-20 23:00:43,0,,[],1141843347105075200,28.4772,-81.3369,@CP3 @JHarden13 @StateFarm @CP3 @JHarden13,https://twitter.com/DanielCook009/status/1141843347105075200,0,0,"Lots of reports of the tension between @CP3 &amp; @JHarden13 I’m hearing from my source, the @StateFarm agent, that @CP3 isn’t over @JHarden13 burning down his kitchen.",,DanielCook009
70,70,18.0,Orlando,1840015099,2019-06-19 13:51:41,3,,[],1141342790619672576,28.4772,-81.3369,@StateFarm,https://twitter.com/negronium/status/1141342790619672576,1,0,yo @StateFarm get ya boys some deductibles ,BleacherReport,negronium
71,71,19.0,Orlando,1840015099,2019-06-15 22:09:32,0,,Mets metslineup lgm,1140018530873729026,28.4772,-81.3369,,https://twitter.com/Nellyjr80/status/1140018530873729026,0,0,"Tonight’s State Farm #Mets Starting Lineup vs. Cardinals Leading off: J. McNeil 2B, 2nd J. Davis LF, 3rd M. Conforto RF, 4th P. Alonso 1B, 5th T. Frazier 3B, 6th W. Ramos C, 7th A. Rosario SS, 8th C. Gomez CF, 9th N. Syndergaard RHP, #metslineup #lgm",,Nellyjr80
72,72,20.0,Orlando,1840015099,2019-06-08 05:45:47,1,,[],1137234246085558272,28.4772,-81.3369,@StateFarm,https://twitter.com/TySooFlyy/status/1137234246085558272,1,0,"@StateFarm charging a accident free 22 year old male $1,640 every 6 months is insane. The coverage is great but we’re talking $3,300 a YEAR for car insurance that is legally required.",,TySooFlyy
73,73,21.0,Orlando,1840015099,2019-06-07 13:49:17,0,,sayfie flapol,1136993534958034944,28.4772,-81.3369,@StateFarm,https://twitter.com/TheWestipher/status/1136993534958034944,0,0,@StateFarm you have an agent (@MikeHillfl) in Florida who is actively promoting LGBTQ discrimination and promoting executing LGBTQ Floridians. Where is the action?! #sayfie #flapol,mattlupoli,TheWestipher
74,74,22.0,Orlando,1840015099,2019-03-18 20:23:22,3,,statefarm avon foster,1107739289721466885,28.4772,-81.3369,@thegables1209,https://twitter.com/thegables1209/status/1107739289721466885,0,0,@thegables1209 Thanks again to the vendors who participated in our small Business Expo ! #statefarm #avon #foster ,,thegables1209
75,75,23.0,Orlando,1840015099,2019-02-04 15:22:45,0,,[],1092443348504317952,28.4772,-81.3369,,https://twitter.com/JamesTobon333/status/1092443348504317952,0,0,"Uber, Google, Audi, Airbus, BMW Amazon, UPS, etc are part of the Drone industry and NOW The FAA issued State Farm the first ever national waiver to conduct drone operations beyond visual… https://www.instagram.com/p/BtdvHi8gytt/?utm_source=ig_twitter_share&amp;igshid=1eswurc1pr4r0",,JamesTobon333
76,76,24.0,Orlando,1840015099,2019-01-06 18:39:06,1,,skillmangotawoman,1081983514516455424,28.4772,-81.3369,@GLubin3,https://twitter.com/CocktailGal1/status/1081983514516455424,0,0,@GLubin3 and markhulsewe having a great time sounding like the State Farm piggy weeeeeeeeee #skillmangotawoman @Downtown Winter Garden https://www.instagram.com/p/BsTa5eYAOmp/?utm_source=ig_twitter_share&amp;igshid=xt4vdp9ue6m4,,CocktailGal1
77,77,0.0,Jacksonville,1840015031,2019-12-20 14:59:28,2,,[],1208039218498420736,30.3322,-81.6749,,https://twitter.com/IamSincerelyX/status/1208039218498420736,0,0,"I will never forget this moment. 6 years ago today I made one of the biggest life changing decisions ever. I quit my job at State Farm, without any notice, to chase my dreams. I made a decision to place myself in the… https://www.instagram.com/p/B6TGfPBHla7/?igshid=axnzr8metia7",,IamSincerelyX
78,78,1.0,Jacksonville,1840015031,2019-09-28 21:29:46,0,,[],1178059247889911815,30.3322,-81.6749,,https://twitter.com/xmikaiah/status/1178059247889911815,0,1,State Farm I think ,,xmikaiah
79,79,2.0,Jacksonville,1840015031,2019-06-08 01:55:12,1,,[],1137176216203644929,30.3322,-81.6749,,https://twitter.com/jcjax13/status/1137176216203644929,1,0,Exactly. I read awhile later than State Farm got fined for pulling that .,WinnieChester3,jcjax13
80,80,3.0,Jacksonville,1840015031,2019-06-08 01:45:13,1,,[],1137173705682034693,30.3322,-81.6749,,https://twitter.com/jcjax13/status/1137173705682034693,1,0,It was a few yrs ago. Reported it to insurance oversight in that state (NY). Took over a year before I got some foolish letter saying they shouldn't have done that. Done with State Farm from that time forward.,WinnieChester3,jcjax13
81,81,4.0,Jacksonville,1840015031,2019-06-07 21:09:26,2,,[],1137104303531974663,30.3322,-81.6749,,https://twitter.com/jcjax13/status/1137104303531974663,5,0,Don't know ur State Farm issue.. here's mine: Had State Farm Homeowners 20+ yrs. Never submitted a claim. Called and ASKED what our deductible was after large storm did minor damage to our home. Still did not file a claim. Apprx 1 month later was dropped for 'EXCESSIVE CLAIMS',smokesdad28,jcjax13
82,82,5.0,Jacksonville,1840015031,2019-03-29 21:46:27,0,,dorythelittlemule arrowglass roadtripYoshino statefarm,1111746465016111104,30.3322,-81.6749,,https://twitter.com/katmeredith/status/1111746465016111104,0,0,#dorythelittlemule got a brand new windshield today! #arrowglass did a great job and made sure she was ready for #roadtripYoshino and it was super easy with no deductible #statefarm… https://www.instagram.com/p/Bvm5njWnmt7/?utm_source=ig_twitter_share&amp;igshid=1w9qzl9bsf14x,,katmeredith
83,83,6.0,Jacksonville,1840015031,2019-03-26 15:58:43,1,,[],1110571794698829824,30.3322,-81.6749,,https://twitter.com/FiremanHokie/status/1110571794698829824,0,0,In this case a public acknowledgement of actions taken would be more than appropriate. How does this employee treat minorities and religions other than his own?,StateFarm,FiremanHokie
84,84,0.0,Sarasota,1840015988,2019-09-24 13:40:43,2,,wellshesaguyso jakefromstatefarm,1176491656675123202,27.3386,-82.54299999999999,@StateFarm,https://twitter.com/thomas_a_keal/status/1176491656675123202,0,0,"Damn... Jake from @statefarm has been hitting the gym. #wellshesaguyso #jakefromstatefarm @Sarasota, Florida https://www.instagram.com/p/B2y8Ut6lBUd/?igshid=1cx5640x6vw5d",,thomas_a_keal
